net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime
alexnet,transfer,classify,0.001,7,2_v_5,2,absent,178,266,0.6691729323308271,,,
alexnet,transfer,classify,0.001,7,2_v_5,4,absent,129,266,0.4849624060150376,,,
alexnet,transfer,classify,0.001,7,2_v_5,8,absent,125,266,0.4699248120300752,,,
alexnet,transfer,classify,0.001,7,2_v_5,1,both,367,532,0.6898496240601504,,,
alexnet,transfer,classify,0.001,7,2_v_5,2,both,322,532,0.6052631578947368,,,
alexnet,transfer,classify,0.001,7,2_v_5,4,both,299,532,0.5620300751879699,,,
alexnet,transfer,classify,0.001,7,2_v_5,8,both,289,532,0.543233082706767,,,
alexnet,transfer,classify,0.001,8,RVvGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,2,present,255,266,0.9586466165413534,,,
alexnet,transfer,classify,0.001,8,RVvGV,4,present,262,266,0.9849624060150376,,,
alexnet,transfer,classify,0.001,8,RVvGV,8,present,264,266,0.9924812030075187,,,
alexnet,transfer,classify,0.001,8,RVvGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,2,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,4,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,8,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,2,both,521,532,0.9793233082706767,,,
alexnet,transfer,classify,0.001,8,RVvGV,4,both,528,532,0.9924812030075187,,,
alexnet,transfer,classify,0.001,8,RVvGV,8,both,530,532,0.9962406015037594,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,2,present,258,266,0.9699248120300752,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,4,present,173,266,0.650375939849624,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,8,present,84,266,0.3157894736842105,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,2,absent,261,266,0.981203007518797,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,4,absent,257,266,0.9661654135338346,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,8,absent,241,266,0.9060150375939849,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,2,both,519,532,0.9755639097744361,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,4,both,430,532,0.8082706766917294,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,8,both,325,532,0.6109022556390977,,,
alexnet,transfer,classify,0.001,8,2_v_5,1,present,214,266,0.8045112781954887,,,
alexnet,transfer,classify,0.001,8,2_v_5,2,present,102,266,0.38345864661654133,,,
alexnet,transfer,classify,0.001,8,2_v_5,4,present,113,266,0.424812030075188,,,
alexnet,transfer,classify,0.001,8,2_v_5,8,present,201,266,0.7556390977443609,,,
alexnet,transfer,classify,0.001,8,2_v_5,1,absent,158,266,0.5939849624060151,,,
alexnet,transfer,classify,0.001,8,2_v_5,2,absent,209,266,0.7857142857142857,,,
alexnet,transfer,classify,0.001,8,2_v_5,4,absent,176,266,0.6616541353383458,,,
alexnet,transfer,classify,0.001,8,2_v_5,8,absent,93,266,0.34962406015037595,,,
alexnet,transfer,classify,0.001,8,2_v_5,1,both,372,532,0.6992481203007519,,,
alexnet,transfer,classify,0.001,8,2_v_5,2,both,311,532,0.5845864661654135,,,
alexnet,transfer,classify,0.001,8,2_v_5,4,both,289,532,0.543233082706767,,,
alexnet,transfer,classify,0.001,8,2_v_5,8,both,294,532,0.5526315789473685,,,
VGG16,transfer,classify,0.001,1,RVvGV,1,present,266,266,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,2,present,266,266,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,4,present,266,266,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,8,present,263,266,0.9887218045112782,,,
VGG16,transfer,classify,0.001,1,RVvGV,1,absent,266,266,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,2,absent,266,266,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,4,absent,266,266,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,8,absent,266,266,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,1,both,532,532,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,2,both,532,532,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,4,both,532,532,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,8,both,529,532,0.9943609022556391,,,
